season,week,avg_points,pass_rate,avg_plays,time_index
2015,6,48.642857142857146,0.6121470431539691,189.0,110
2015,7,46.42857142857143,0.5987478656801366,179.64285714285714,111
2015,8,46.57142857142857,0.5997757847533632,180.78571428571428,112
2015,9,50.30769230769231,0.5850059031877214,184.46153846153845,113
2015,10,41.642857142857146,0.6184062850729517,181.0,114
2015,11,42.07142857142857,0.5690639269406392,177.78571428571428,115
2015,12,45.6875,0.6293604651162791,181.4375,116
2015,13,47.625,0.5852329038652131,177.0625,117
2015,14,40.0625,0.6002009040683074,174.6875,118
2015,15,49.6875,0.6007846983815596,179.6875,119
2015,16,43.3125,0.58796992481203,177.125,120
2015,17,42.9375,0.59619140625,178.9375,121
2015,18,34.0,0.5770750988142292,174.5,122
2015,19,46.75,0.6441005802707931,182.5,123
2015,20,51.0,0.6415094339622641,184.5,124
2015,21,34.0,0.5833333333333334,184.0,125
2016,1,44.875,0.5980099502487563,176.9375,126
2016,2,45.25,0.613933236574746,183.5,127
2016,3,46.9375,0.6,179.1875,128
2016,4,45.06666666666667,0.6095238095238096,180.46666666666667,129
2016,5,44.642857142857146,0.5980278422273781,175.42857142857142,130
2016,6,48.4,0.5984126984126984,179.93333333333334,131
2016,7,42.266666666666666,0.597186034392913,180.73333333333332,132
2016,8,50.46153846153846,0.6269340974212034,188.0,133
2016,9,50.07692307692308,0.6083535108958837,182.0,134
2016,10,45.857142857142854,0.6090858104318564,178.0,135
2016,11,41.92857142857143,0.5966913861950941,176.71428571428572,136
2016,12,45.5625,0.6067302862882974,175.75,137
2016,13,43.53333333333333,0.6012965964343598,173.33333333333334,138
2016,14,39.8125,0.5763819095477387,175.1875,139
2016,15,43.625,0.5854398382204247,172.6875,140
2016,16,51.5625,0.5907335907335908,182.25,141
2016,17,45.5625,0.5820235756385069,176.875,142
2016,18,41.5,0.5848303393213573,175.5,143
2016,19,51.25,0.6306122448979592,172.0,144
2016,20,59.0,0.654275092936803,180.5,145
2016,21,62.0,0.6834532374100719,193.0,146
2017,1,40.4,0.5939890710382514,172.86666666666667,147
2017,2,40.1875,0.5931347804139323,175.4375,148
2017,3,49.9375,0.5868473895582329,179.9375,149
2017,4,44.6875,0.5794896957801766,179.375,150
2017,5,43.357142857142854,0.592800899887514,179.57142857142858,151
2017,6,48.142857142857146,0.5833333333333334,181.28571428571428,152
2017,7,39.6,0.5747311827956989,174.46666666666667,153
2017,8,44.0,0.5813106796116505,179.3846153846154,154
2017,9,45.0,0.5796296296296296,176.0,155
2017,10,46.857142857142854,0.5823429541595926,177.71428571428572,156
2017,11,45.92857142857143,0.5917560700169395,177.57142857142858,157
2017,12,43.375,0.5818459969403366,175.875,158
2017,13,42.3125,0.5785207700101317,171.5625,159
2017,14,44.3125,0.5797317436661699,177.6875,160
2017,15,44.625,0.5841633466135459,176.5,161
2017,16,37.75,0.5734856007944389,176.5625,162
2017,17,39.25,0.5717834078489816,175.3125,163
2017,18,38.0,0.5889328063241107,175.75,164
2017,19,53.5,0.6367041198501873,183.75,165
2017,20,44.5,0.6431372549019608,171.0,166
2017,21,74.0,0.6573426573426573,197.0,167
2018,1,47.8125,0.5977680737506065,184.9375,168
2018,2,46.3125,0.6205691462805791,177.75,169
2018,3,45.1875,0.6006036217303823,177.375,170
2018,4,53.4,0.6316056910569106,184.53333333333333,171
2018,5,47.266666666666666,0.6119170984455958,181.0,172
2018,6,50.0,0.5931477516059958,175.33333333333334,173
2018,7,46.92857142857143,0.5889781859931114,173.14285714285714,174
2018,8,49.142857142857146,0.5921277809469481,176.35714285714286,175
2018,9,46.61538461538461,0.6039850560398505,174.6153846153846,176
2018,10,48.57142857142857,0.5814771395076201,169.92857142857142,177
2018,11,51.61538461538461,0.5826575171553338,174.3846153846154,178
2018,12,47.4,0.5792106725958867,171.8,179
2018,13,42.75,0.5924433249370277,178.0625,180
2018,14,43.5625,0.587942202291978,178.125,181
2018,15,38.625,0.5697556008146639,173.6875,182
2018,16,45.3125,0.6017382413087935,174.4375,183
2018,17,45.375,0.5754765584750129,169.4375,184
2018,18,36.25,0.5976095617529881,175.25,185
2018,19,49.75,0.6077669902912621,182.75,186
2018,20,58.5,0.6148148148148148,190.0,187
2018,21,16.0,0.616,177.0,188
2019,1,48.5,0.6181818181818182,178.0,189
2019,2,38.625,0.6044176706827309,176.4375,190
2019,3,46.9375,0.5964214711729622,176.625,191
2019,4,43.6,0.6095638465580662,177.66666666666666,192
2019,5,46.4,0.5731837606837606,178.6,193
2019,6,44.214285714285715,0.5912200684150513,177.5,194
2019,7,46.92857142857143,0.5679723502304147,174.42857142857142,195
2019,8,43.733333333333334,0.5984766050054406,174.6,196
2019,9,47.5,0.5916955017301038,175.85714285714286,197
2019,10,46.15384615384615,0.6087212728344137,183.69230769230768,198
2019,11,43.285714285714285,0.6303982052720135,179.28571428571428,199
2019,12,41.714285714285715,0.5725058004640371,175.42857142857142,200
2019,13,45.375,0.6019900497512438,176.5,201
2019,14,50.8125,0.5827619980411362,178.125,202
2019,15,48.4375,0.5769805680119582,174.1875,203
2019,16,45.5625,0.6066536203522505,178.5,204
2019,17,47.1875,0.5845243962543125,176.1875,205
2019,18,36.5,0.5416666666666666,179.0,206
2019,19,52.5,0.5828343313373253,175.5,207
2019,20,58.0,0.5486725663716814,165.5,208
2019,21,51.0,0.624,172.0,209
2020,1,47.375,0.5731472569778633,179.25,210
2020,2,53.3125,0.5809069212410501,181.75,211
2020,3,52.1875,0.599803343166175,178.0625,212
2020,4,52.46666666666667,0.5920502092050209,177.86666666666667,213
2020,5,51.785714285714285,0.6075238629983155,178.78571428571428,214
2020,6,47.357142857142854,0.5738636363636364,174.92857142857142,215
2020,7,50.57142857142857,0.5969387755102041,175.0,216
2020,8,47.642857142857146,0.5661846496106785,178.42857142857142,217
2020,9,52.92857142857143,0.6048109965635738,176.5,218
2020,10,45.714285714285715,0.5762229806598407,176.64285714285714,219
2020,11,45.5,0.5994350282485875,177.64285714285714,220
2020,12,47.3125,0.5795795795795796,176.1875,221
2020,13,48.8,0.6033519553072626,182.06666666666666,222
2020,14,47.4375,0.5836653386454184,175.125,223
2020,15,51.875,0.570869990224829,175.875,224
2020,16,47.625,0.6032528339083292,177.125,225
2020,17,52.375,0.5908193484698914,173.875,226
2020,18,50.5,0.5923566878980892,180.0,227
2020,19,39.75,0.5975609756097561,170.0,228
2020,20,59.5,0.7011494252873564,178.5,229
2020,21,40.0,0.640625,182.0,230
2021,1,48.0,0.6100292112950341,179.875,231
2021,2,48.0,0.5829042224510813,172.0625,232
2021,3,45.375,0.6023976023976024,175.6875,233
2021,4,46.5625,0.5806293018682399,177.9375,234
2021,5,50.0625,0.5862919132149902,178.0625,235
2021,6,49.0,0.6073825503355704,177.92857142857142,236
2021,7,42.76923076923077,0.6007371007371007,171.92307692307693,237
2021,8,45.733333333333334,0.6011560693641619,176.86666666666667,238
2021,9,44.57142857142857,0.5849914724275156,175.78571428571428,239
2021,10,43.07142857142857,0.5915655690352397,174.64285714285714,240
2021,11,43.86666666666667,0.5759219088937093,172.8,241
2021,12,44.06666666666667,0.5683760683760684,174.13333333333333,242
2021,13,42.785714285714285,0.5825740318906606,173.92857142857142,243
2021,14,50.857142857142854,0.6023102310231023,182.85714285714286,244
2021,15,38.875,0.561,173.3125,245
2021,16,46.4375,0.5819465456379224,170.5,246
2021,17,45.4375,0.5610997963340122,170.125,247
2021,18,51.0625,0.5671421544515495,175.375,248
2021,19,50.5,0.6163101604278075,174.83333333333334,249
2021,20,48.25,0.6197183098591549,174.75,250
2021,21,44.0,0.62109375,175.0,251
2021,22,43.0,0.6746031746031746,173.0,252
2022,1,42.0625,0.6003937007874016,178.0,253
2022,2,43.5625,0.5948275862068966,171.6875,254
2022,3,40.625,0.6100691016781836,175.4375,255
2022,4,49.1875,0.5552738336713996,174.6875,256
2022,5,42.875,0.5835010060362174,175.125,257
2022,6,41.0,0.5926982316029663,175.64285714285714,258
2022,7,44.357142857142854,0.5782073813708261,170.71428571428572,259
2022,8,46.6,0.5658324265505985,172.46666666666667,260
2022,9,41.92307692307692,0.5666460012399256,172.15384615384616,261
2022,10,45.5,0.5527950310559007,177.14285714285714,262
2022,11,42.357142857142854,0.5575686732904734,173.07142857142858,263
2022,12,45.5,0.5659068384539148,174.4375,264
2022,13,44.53333333333333,0.5805084745762712,175.53333333333333,265
2022,14,46.23076923076923,0.6018292682926829,174.92307692307693,266
2022,15,45.25,0.5591133004926109,178.3125,267
2022,16,41.5,0.5661136249371543,171.5,268
2022,17,43.53333333333333,0.5572354211663066,171.06666666666666,269
2022,18,41.25,0.5472081218274112,170.0,270
2022,19,55.166666666666664,0.6424090338770388,181.0,271
2022,20,40.0,0.5674044265593562,170.5,272
2022,21,40.5,0.5743801652892562,166.5,273
2022,22,73.0,0.5403225806451613,176.0,274
2023,1,41.0,0.5774577954319762,176.0,275
2023,2,49.75,0.5912228796844181,177.75,276
2023,3,44.125,0.5993167398731089,180.125,277
2023,4,43.5625,0.5636177823198774,170.625,278
2023,5,45.0,0.5876641918903484,173.57142857142858,279
2023,6,36.733333333333334,0.5961331901181526,173.8,280
2023,7,43.38461538461539,0.5883446993180409,173.23076923076923,281
2023,8,44.75,0.5866004962779157,177.125,282
2023,9,41.142857142857146,0.5834285714285714,175.14285714285714,283
2023,10,45.642857142857146,0.5726495726495726,177.07142857142858,284
2023,11,41.357142857142854,0.5873842592592593,172.14285714285714,285
2023,12,41.3125,0.5928714859437751,172.25,286
2023,13,47.84615384615385,0.5563592525617842,179.15384615384616,287
2023,14,42.666666666666664,0.5963446475195823,177.6,288
2023,15,44.5625,0.5737538148524923,171.125,289
2023,16,48.25,0.5992160705536502,177.75,290
2023,17,45.25,0.5641158221302999,168.25,291
2023,18,37.5,0.5409751037344398,165.0,292
2023,19,51.333333333333336,0.6112600536193029,171.0,293
2023,20,48.5,0.5864197530864198,169.0,294
2023,21,46.0,0.6030534351145038,178.5,295
2023,22,47.0,0.5973154362416108,207.0,296
2024,1,45.8125,0.5522466039707419,171.25,297
2024,2,39.625,0.5460251046025104,170.0625,298
2024,3,41.5,0.5904173106646059,170.75,299
2024,4,45.5625,0.5614035087719298,171.75,300
2024,5,48.857142857142854,0.5974387527839644,180.14285714285714,301
2024,6,49.214285714285715,0.5685367264314632,175.0,302
2024,7,44.333333333333336,0.545,171.06666666666666,303
2024,8,48.5625,0.5714285714285714,175.9375,304
2024,9,45.6,0.5637228979375991,176.73333333333332,305
2024,10,40.714285714285715,0.5628287551139685,171.5,306
2024,11,46.785714285714285,0.5874568469505178,173.14285714285714,307
2024,12,47.69230769230769,0.5950310559006211,176.23076923076923,308
2024,13,48.4375,0.593186372745491,178.0,309
2024,14,47.30769230769231,0.5735567970204841,174.69230769230768,310
2024,15,44.875,0.574847250509165,173.75,311
2024,16,48.125,0.579539641943734,172.75,312
2024,17,44.8125,0.5670517327975891,172.875,313
2024,18,47.8125,0.573,174.0,314
2024,19,39.166666666666664,0.537463976945245,163.0,315
2024,20,53.75,0.5386178861788617,172.0,316
2024,21,69.5,0.5454545454545454,188.0,317
2024,22,62.0,0.5508474576271186,176.0,318
